16870;NOFIFR21XXX;NORD FINANCEMENT
16906;AGRIFRPP869;CREDIT AGRICOLE PYRENEES GASCOGNE
16943;COTOFRP1XXX;CANACCORD GENUITY SECURITIES LIMITED
16973;GISGFRP1XXX;GESTEPARGNE INVESTISSEMENTS SERVICES GIS
16979;TREFFRP1XXX;TRADITION SECURITIES AND FUTURES
16989;CAVNFR21XXX;CAVABANQUE
17060;COGDFRP1XXX;CIE GALE D AFFACTURAGE C G A
17100;CCUSFR21XXX;CSSE CIT MUNICIPAL DE STRASBOURG
17106;AGRIFRPP871;CREDIT AGRICOLE SUD MEDITERRANEE
17149;CCBPFRPP149;CRCMM DE BRETAGNE NORMANDIE
17150;CCUTFR21XXX;CSSE CIT MUNICIPAL DE TOULON
17153;BDIRFRPPXXX;BOURSE DIRECT
17169;CCBPFRPP169;CRC MARIT MUTUEL DU LITTORAL SUD OUEST
17173;VITDFRP1XXX;TSAF OTC
17179;CMMMFR21XXX;CRC MARIT MUT DE LA MEDITERRANEE
17200;INREFR21XXX;INTERFI
17206;AGRIFRPP872;CREDIT AGRICOLE ALSACE VOSGES
17219;CCBPFRPP219;CRC MARIT MUT ATLANTIQUE
17273;SECNFRP1;AMUNDI INTERMEDIATION
17290;CLFRFRPPXXX;DEXIA CREDIT LOCAL
17353;PAFCFRP1XXX;DU PASQUIER ET CIE (FRANCE)
17373;AXIGFRP1XXX;AXA INVESTMENT MANAGERS IF
17429;CCAENCN1XXX;CSSE CIT AGRICOLE MUTUEL NLLE CALEDONIE
17439;SODIRER1XXX;STE FIRE PR LE DEV DE LA REUNION
17453;JBBRFRPPXXX;KEPLER CAPITAL MARKETS SA
17469;SOCBPFTXXXX;BANQUE SOCREDO
17473;ARFNFRP1XXX;ARFINCO
17479;CIPMPMP1XXX;COOPERATIVE IMMOB ST PIERRE ET MIQUELON
17499;BCADNCNNXXX;BANQUE CALEDONIENNE D INVEST B C I
17510;CRTAFR21XXX;CREATIS
17515;CEPAFRPP751;CAISSE D EPARGNE ILE DE FRANCE PARIS
17519;BACPFRPPXXX;BANQUE CENTRALE DE COMPENSATION
17529;SFFTFRP1XXX;FRANCETEL STE FRSE DE FINT DES TELECOMM
17549;NATRFR21XXX;NATIOCREDIBAIL
17569;CMBMMCMXXXX;CIE MONEGASQUE DE BANQUE MONACO
17599;BLOMFRPPXXX;BLOM BANK FRANCE
17607;CCBPFRPPSTR;BANQUE POPULAIRE D ALSACE
17619;BEMOFRPPXXX;BEMO EUROPE BANQUE PRIVEE
17620;CCMNFR21XXX;CSSE CIT MUNICIPAL DE NIMES
17629;COBAFRPXXXX;COMMERZBANK A.G.
17649;REVIFRPPXXX;BANQUE REVILLON
17660;GENFFRP1XXX;GENEFIM
17679;SBEXFRP1XXX;SOCIETE DE BANQUE ET D EXPANSION
17779;SBAAFRPPXXX;BANQUE SBA
17789;DEUTFRPPXXX;DEUTSCHE BANK AG SUCCURSALE DE PARIS
17806;AGRIFRPP878;CREDIT AGRICOLE CENTRE EST
17807;CCBPFRPPTLS;BANQUE POPULAIRE OCCITANE
17839;GMACFR21XXX;GMAC BANQUE
17869;CCBIFRP1XXX;CBIP
17873;EXOEFRP1XXX;EXOE
17906;AGRIFRPP879;CREDIT AGRICOLE DE L ANJOU ET DU MAINE
17919;QNBAFRPPXXX;QATAR NATIONAL BANK
17939;BNPANCNXXXX;BNPP NC
17943;MLPMFRP1;JULIUS BAER PORTFOLIO MANAGERS LIMITED
17959;BAMYFR22XXX;BANQUE MICHEL INCHAUSPE BAMI
17979;ARABFRPPXXX;EUROPE ARAB BANK PLC
17989;NBADFRPPXXX;NATIONAL BANK OF ABU DHABI
18020;BNPCFR21XXX;BNP PARIBAS FACTOR
18025;CEPAFRPP802;CAISSE D EPARGNE DE PICARDIE
18029;CETEFRP1XXX;BNP PARIBAS PERSONAL FINANCE
18040;BATFFR21XXX;BATIFRANC
18043;TUPFFRP1XXX;TULLETT PREBON (EUROPE) LIMITED
18050;CCMLFR21XXX;CSSE CIT MUNICIPAL DE LYON
18059;MIDLFRPXXXX;HSBC BANK PLC
18079;SOGEGPGP;STE GENERALE DE BANQUE AUX ANTILLES
18089;AUDIFRPPXXX;BANK AUDI SARADAR FRANCE
18106;AGRIFRPP881;CREDIT AGRICOLE DES SAVOIE
18129;ISAEFRPPXXX;CACEIS BANK FRANCE
18160;CCMYFR21XXX;CSSE CIT MUNICIPAL DE NANCY
18169;CRESFRPPXXX;CREDIT SUISSE (FRANCE)
18173;FRNNFRP1XXX;AM FRANCE
18179;DRGFFRP1XXX;COMMERZBANK HOLDINGS FRANCE
18180;ZARCFR21XXX;ZARIFI ENTREPRISE D INVESTISSEMENT
18189;CGCPFRP1XXX;CIE GLE DE CIT AUX PARTICULIERS CREDIPAR
18206;AGRIFRPP882;CREDIT AGRICOLE DE PARIS ET D ILE DE FRANCE
18209;EXFNFRP1XXX;EXANE FINANCE
18280;UUFEFRP1;UNIFERGIE UNION FINT ECONOMIES ENERGIE
18289;HABBFRPPXXX;HABIB BANK LIMITED
18306;AGRIFRPP883;CREDIT AGRICOLE NORMANDIE SEINE
18315;CEPAFRPP831;CAISSE D EPARGNE COTE D AZUR
18319;SOGENCNN;STE GENERALE CALEDONIENNE DE BQ S G C B
18329;SBINFRPPXXX;STATE BANK OF INDIA
18343;MAKTFRP1XXX;IG MARKETS LIMITED
18353;EUCKFRP1XXX;GLOBAL EQUITIES CAPITAL MARKETS
18359;CPMEFRPPXXX;BPIFRANCE FINANCEMENT
18370;GPBAFRPPXXX;GROUPAMA BANQUE
18429;NONNFRP1XXX;NORBAIL SOFERGIE
18450;CMROFR21XXX;CSSE CIT MUNICIPAL DE ROUBAIX
18470;CCMTFR21XXX;CREDIT MUNICIPAL DE NANTES
18473;EXANFRPPSTO;EXANE OPTIONS
18520;BFCMFR21XXX;GROUPE SOFEMO
18529;MHCBFRPPXXX;MIZUHO BANK LTD PARIS BRANCH
18530;NSNCFR21XXX;NATIOCREDIMURS STE EN NOM COLLECTIF
18540;COSAFR21XXX;CORSABAIL
18553;CARXFRP1XXX;CARAX
18569;BMISFRPPXXX;BANQUE MISR
18589;CFDIFRP1XXX;CAISSE FRANCAISE DE DEVELOPPEMENT INDUST
18609;CCIFFRPPXXX;CAISSE CENTRALE CIT IMMOB DE FRANCE-3CIF
18610;COLVFRP1XXX;CIE PR LA LOC DE VEHICULES-CLV
18629;BLICFRPXXXX;HSBC PRIVATE BANK FRANCE
18650;SOFSFR21XXX;SOFISCOP
18660;CFLCFRP1XXX;COFILOISIR CIE PR LE FINT DES LOISIRS
18669;RCBPFRPPXXX;ROTHSCHILD ET COMPAGNIE BANQUE
18689;FRAFFRPPXXX;FRANSABANK FRANCE S A
18706;AGRIFRPP887;CREDIT AGRICOLE BRIE PICARDIE
18707;CCBPFRPPVER;BANQUE POPULAIRE VAL DE FRANCE (2EME)
18709;CIIFFRP1XXX;CIF ILE DE FRANCE
18715;CEPAFRPP871;CAISSE D EPARGNE AUVERGNE LIMOUSIN
18719;BFCORERX;BFC OI
18729;BFECGPGX;BANQUE FRSE COMMERCIALE ANTILLES GUYANE
18730;OCLNNCN1XXX;OCEOR LEASE NOUMEA
18739;ABNAFRPPXXX;THE ROYAL BANK OF SCOTLAND PLC
18759;EFGBMCMC;EFG BANK (MONACO)
18769;BKCHFRPPXXX;BANK OF CHINA LIMITED
18789;ICBCFRPPXXX;MEGA INTERNATIONAL COMMERCIAL BANK CO
18829;CMBRFR2BCME;ARKEA BANQUE ENTREPRISES INSTITUTIONNELS
18869;FEMUFR21XXX;BANQUE FRANCAISE MUTUALISTE BFM
18879;MOFIFR21XXX;BANQUE MONETAIRE ET FINANCIERE B M F
18889;BCRTFRP1XXX;CORTAL CONSORS
18890;SMFSMQM1XXX;STE MARTINIQUAISE DE FINT - SOMAFI
18900;SGFOGPG1XXX;STE GUADELOUPEENNE DE FINT- SOGUAFI
18919;NATXFRPPBPS;BANQUE PRIVEE 1818
18930;COFTFR21XXX;CIE FINANCIERE DU LITTORAL COFILIT
18950;CSCAFR21XXX;CSSE CIT MUNICIPAL D AVIGNON
18973;MOSFFRP1;MOSAIC FINANCE
18979;ABCOFRPPXXX;ABC INTERNATIONAL BANK PLC
18989;AARBFRP1XXX;AAREAL BANK AG
19000;IVSTFRP1XXX;STE AUX ETUDES ET INVEST MOBILIERS
19020;CRMSGPG1XXX;CREDIT MODERNE ANTILLES GUYANE
19053;CLACFRP1XXX;CLARESCO BOURSE
19063;SALAFR2MXXX;LANDESBANK SAAR (SAARLB)
19069;KBLXFRPPXXX;KBL RICHELIEU BANQUE PRIVEE
19106;AGRIFRPP891;CREDIT AGRICOLE PROVENCE COTE D AZUR
19110;OCLTPFT1XXX;OCEOR LEASE TAHITI
19139;MENFFRP1XXX;MENAFINANCE
19150;CRSFFRP1XXX;CREDIT ET SERVICES FINANCIERS CRESERFI
19169;FIMUFR21;FINAMUR
19173;EXPAFRP1;EXCLUSIVE PARTNERS
19189;SOCMFRP1XXX;C2C CARTES ET CREDITS A LA CONSOMMATION
19190;OCLRRER1XXX;OCEOR LEASE REUNION
19229;BSABFRPPXXX;BANCO DE SABADELL
19230;CRLGFRP1XXX;CREDIT LOGEMENT
19239;NATFFRP1;NATIXIS TRANSPORT FINANCE
19250;CGLEFR21XXX;CIE GLE DE LOC D EQUIPEMENTS C G L
19253;SILIFRP1XXX;SICAVONLINE
19259;SOGFFRP1XXX;SOGEFIMUR
19269;GENNFR21XXX;GENEBANQUE
19339;GCBLFRP1XXX;GCE BAIL
19400;COGFFRP1XXX;CONSEIL DE GESTION FINANCIERE COGEFI
19406;AGRIFRPP894;CREDIT AGRICOLE DE LA TOURAINE ET DU POITOU
19443;SKISFRP1XXX;SKANDIA INVEST SA
19460;SFAXFRPPXXX;SOFAX BANQUE
19479;SCUEFR21XXX;STE COOP ET MUT DE LA REGION P A C A
19506;AGRIFRPP895;CREDIT AGRICOLE DU CENTRE OUEST
19519;GEDIFR21XXX;GEDEX DISTRIBUTION
19530;AGRIFRPI;AMUNDI GROUP
19553;PROCFRPPXXX;PROCAPITAL
19560;SGCUFR21XXX;STE GARANTIE COOP MUT DES IND MET ELECT
19570;UFIFFRP1XXX;UNION FIRE DE FRANCE BANQUE
19730;NOMAFRP1XXX;BANQUE NOMURA FRANCE
19806;AGRIMQMX;CREDIT AGRICOLE DE LA MARTINIQUE ET DE LA GUYANE
19850;COGPFR21XXX;COMPAGNIE DE GESTION ET DE PRETS CDGP
19870;SOAPFR21XXX;CARREFOUR BANQUE
19906;AGRIRERX;CREDIT AGRICOLE DE LA REUNION
19930;CINEFRP1XXX;CINERGIE
19940;ENEEFRP1XXX;NATIXIS ENERGECO
19953;GIFNFRP1XXX;GINALFI FINANCE
19990;SSGIFR21XXX;SOGEFINERG STE GALE PR FINT INV ECO ENER
20019;SFDIFR21XXX;STE PR FINT DU DEV IND POITOU-CHARENTES
20041;PSSTFRPPXXX;LA BANQUE POSTALE
20280;SPIFFRP1XXX;SCM DES PROF IMMO ET FONCIERES SOCAF
20290;CMCMFRP1XXX;CAUTION MUTUELLE DU CREDIT IMMOB FRANCE
20380;CAOAFRP1XXX;CAUTION GRAINOL
21120;LOYDMCMXXXX;LLOYDS BANK PLC
21339;FOLFFRP1XXX;FORTIS LEASE
21349;PAILFRP1XXX;PARILEASE
21619;SOBLFRP1XXX;SOPHIA BAIL
21670;CPBIFRPPXXX;CP OR DEVISES
21859;BOGAFR21XXX;BOURGOGNE GARANTIE
21990;FIPIFRP1XXX;BANQUE LEONARDO
22840;SCFFFR21XXX;SCANIA FINANCE FRANCE
22910;TRFIFR21XXX;TRANSOLVER FINANCE SA
22970;EPCMFRP1XXX;EPARGNE CREDIT DES MILITAIRES (E C M )
23380;DERAFRP1XXX;DEXIA C L F REGIONS BAIL
23779;BYBBFRPPXXX;BYBLOS BANK EUROPE
23890;BCMAFRPPXXX;ATTIJARIWAFA BANK EUROPE
23930;SOCIFRP1XXX;SOGAMA CREDIT ASSOCIATIF
23970;UZESFRCPXXX;FINANCIERE D UZES
24280;ODCFFRP1XXX;ODDO CORPORATE FINANCE
24349;BJSBMCMXXXX;BANQUE J SAFRA SARASIN MONACO SA
24599;BARCFRPPXXX;BARCLAYS FRANCE
24659;BCIBFRP1XXX;BANQUE CHABRIERES
25080;AXFIFR21XXX;AXA BANQUE FINANCEMENT
25609;SETMFRP1XXX;SCM ENTREP TRAVAIL TEMPORAIRE SOCAMETT
25709;CGINFRP1XXX;GALIAN
25790;PARRFRP1XXX;PARIFERGIE
26269;SSGEFRP1XXX;SOGAL STE GAR ENTREP LAIT AGRI ALIMENT
26310;SYGMFRP1XXX;SYGMA BANQUE
26679;SIAAFRP1XXX;STE INTERPROF ARTISANALE GARANTIE INVEST
26819;CMGIFRP1XXX;CAISSE MUT GAR IND MECA ET TRANSF METAUX
27180;NOIMFRP1XXX;NORBAIL IMMOBILIER
27589;OUDAFRP1XXX;OUDART SA
27800;KREDFRPP;KBC BANK
27910;REUNFR21XXX;REUNIBAIL
28310;GEEEFR21XXX;GENECOMI
28570;CMDIFR21XXX;CSSE CIT MUNICIPAL DE DIJON
28860;FONAFRP1;FONCARIS
30001;BDFEFRPP;BANQUE DE FRANCE
30002;CRLYFRPPXXX;LE CREDIT LYONNAIS
30003;SOGEFRPP;SOCIETE GENERALE
30004;BNPAFRPPXXX;BNP PARIBAS
30006;AGRIFRPP;CREDIT AGRICOLE S A
30007;NATXFRPP;NATIXIS
30027;CMCIFRP1BSD;BANQUE CIC NORD OUEST
30047;CMCIFRP1CIO;CIC OUEST
30051;CFFOFRPPXXX;COMPAGNIE DE FINANCEMENT FONCIER
30056;CCFRFRPP;HSBC FRANCE
30066;CMCIFRPPXXX;C I C
30076;NORDFRPP;CREDIT DU NORD
30077;SMCTFR2A;SOCIETE MARSEILLAISE DE CREDIT
30087;CMCIFRP1SNV;CIC EST
30258;BATIFRP1XXX;BTP BANQUE
30438;INGBFRPP;ING BANK FRANCE
30478;MONTFRPPXXX;MONTE PASCHI BANQUE
30568;CMCIFRP1BTR;BANQUE TRANSATLANTIQUE
30588;BARCFRPPXXX;BARCLAYS
30628;CHASFRPPXXX;JPMORGAN CHASE BANK NATIONAL ASSOCIATION
30748;LAZPFRPPXXX;LAZARD FRERES BANQUE
30758;UBSWFRPPXXX;UBS (FRANCE) S A
30788;NSMBFRPPXXX;BANQUE NEUFLIZE OBC
30958;BPLGFR21XXX;BNP PARIBAS LEASE GROUP
31489;BSUIFRPP;CREDIT AGRICOLE CORPORATE AND INVESTM BK
40031;CDCGFRPPXXX;CAISSE DES DEPOTS ET CONSIGNATIONS
40168;BNPAFRPP;BANQUE DE BRETAGNE
40198;BPPBFRP1XXX;BNP PARIBAS WEALTH MANAGEMENT
40238;EUROFRPPXXX;VTB BANK FRANCE SA
40398;BICFFRPPXXX;BANQUE INTERNATIONALE DE COMMERCE BRED
40618;BOUSFRPP;BOURSORAMA BANQUE
40978;BSPFFRPPXXX;BANQUE PALATINE
41139;BRASFRPPXXX;BANCO DO BRASIL
41189;BBVAFRPPXXX;BANCO BILBAO VIZCAYA ARGENTARIA BBVA
41199;CMCIFRP1IBB;CIC IBERBANCO
41219;BOFAFRPPXXX;BANK OF AMERICA NATIONAL ASSOCIATION
41249;BOTKFRPXXXX;BANK OF TOKYO MITSUBISHI UFJ
41329;PARBFRPPXXX;BNP PARIBAS SECURITIES SERVICES
41439;BCDMFRPPXXX;BANQUE CHAABI DU MAROC
41539;AGRIFRP1ACF;CREDIT AGRICOLE CONSUMER FINANCE
41599;FRABFRP1XXX;BANQUE FRANCAISE
41639;NBOKFRPPXXX;NATIONAL BANK OF KUWAIT (INTERNAT) PLC
41829;LICOFRPPXXX;AL KHALIJI FRANCE
41839;BDAFGPGXXXX;BANQUE DES ANTILLES FRANCAISES
41919;BNPARERXXXX;BNP PARIBAS REUNION
42529;COFIFRPPXXX;CIE FIRE ED. DE ROTHSCHILD BANQUE
42559;CCOPFRPPXXX;CREDIT COOPERATIF
42649;TRAVFRP1XXX;BANQUE TRAVELEX S A
42799;MOEYFRPPXXX;GE MONEY BANK
42959;ELBAFRPPXXX;ELECTRO BANQUE
43030;ALTRFRP1XXX;BANQUE DEGROOF
43199;CFFRFRPPXXX;CREDIT FONCIER DE FRANCE
43629;SCBNFR21XXX;STE AN DE CREDIT A L IND FRANCAISE CALIF
43659;BESVFRPPXXX;BANQUE ESPIRITO SANTO ET DE LA VENETIE
43789;SIFBFRP1XXX;QUILVEST BANQUE PRIVEE
43799;SIBLFRPP;CA INDOSUEZ PRIVATE BANKING
43849;UTUBFRPPXXX;TUNISIAN FOREIGN BANK
43899;UBAFFRPPXXX;UNION DE BANQUES ARABES ET FRSES U B A F
44149;ESCBFRPPXXX;BQUE D ESCOMPTE ET WORMSER FRERES REUNIS
44319;PREUFRP1XXX;BPE
44449;LIXXFR21;LIXXCREDIT
44729;BSCHFRPPXXX;BANCO SANTANDER SA
45030;UBSWFR31;UBS SECURITIES FRANCE SA
45159;IDDOFRP1XXX;INSTITUT D EMISSION DEPARTEMENTS OUT-MER
45189;INDDFRP1XXX;INSTITUT D EMISSION D OUTRE-MER
45190;DBZEFRPPCRI;BNP PARIBAS EQUITIES FRANCE
45280;SEPAFRP1XXX;SG SECURITIES (PARIS) SAS
45288;PAREFRPP;PAREL
45340;AULSFRP1XXX;AUREL BGC
45360;CHVIFRPP;CHEUVREUX
45418;BNABFRPPXXX;BNP PARIBAS ARBITRAGE
45539;CMUTFR21CCM;CAISSE CENTRALE DU CIT MUT
45598;EXANFRPPXXX;EXANE
45718;DESRFRP1XXX;DSF MARKETS
45850;ODDOFRPPXXX;ODDO ET CIE
50140;CMPCFRP1XXX;CMP BANQUE
60011;FDEOFRP1XXX;FONDS DEVELOPPEMENT ECONOMIQUE ET SOCIAL
60080;SADDFR21XXX;STE ALSACIENNE DE DEV ET D EXPANS SADE
60220;CADCFR21XXX;CAISSE DE DEVELOPPEMENT DE LA CORSE
62108;ESDRFR21XXX;EXPANSO LA STE POUR LE DEVELOPP REGIONAL
99999;INTEFR46XXX;INTERNAL TESTS
